Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,4000,98,87,136,147,236,64,610,0.00%,202.2,64.2,37.56
TOTAL,4000,98,87,136,147,236,64,610,0.00%,202.2,64.2,37.56
