Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,1500,9939,12132,21515,22219,23038,181,23313,57.20%,55.2,147.6,7779.16
Consultar Videos-0,1500,270,125,402,662,1820,64,8590,0.00%,56.3,16.9,600.21
Consultar Videos-1,1500,9617,11458,21305,21983,22552,106,22996,57.20%,55.8,132.2,7688.40
TOTAL,4500,6609,658,20380,21740,22680,64,23313,38.13%,165.7,295.2,7752.59
