Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,4000,99,91,137,149,206,64,322,0.00%,252.6,80.2,30.62
TOTAL,4000,99,91,137,149,206,64,322,0.00%,252.6,80.2,30.62
