timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1716271452025,859,Consultar Videos,200,OK,Grupo de Hilos 1-84,text,true,,918,672,132,132,https://web-app-n7h4t3ddea-uw.a.run.app/api/tasks/all?max=1000,108,0,45
1716271452025,108,Consultar Videos-0,302,Found,Grupo de Hilos 1-84,text,true,,308,336,132,132,http://web-app-n7h4t3ddea-uw.a.run.app/api/tasks/all?max=1000,108,0,45
1716271452134,750,Consultar Videos-1,200,OK,Grupo de Hilos 1-84,text,true,,610,336,132,132,https://web-app-n7h4t3ddea-uw.a.run.app/api/tasks/all?max=1000,749,0,420
1716271451656,1384,Consultar Videos,200,OK,Grupo de Hilos 1-62,text,true,,919,672,143,143,https://web-app-n7h4t3ddea-uw.a.run.app/api/tasks/all?max=1000,82,0,3
1716271451656,82,Consultar Videos-0,302,Found,Grupo de Hilos 1-62,text,true,,308,336,143,143,http://web-app-n7h4t3ddea-uw.a.run.app/api/tasks/all?max=1000,82,0,3
1716271451866,1174,Consultar Videos-1,200,OK,Grupo de Hilos 1-62,text,true,,611,336,143,143,https://web-app-n7h4t3ddea-uw.a.run.app/api/tasks/all?max=1000,1174,0,984
1716271451869,1184,Consultar Videos,200,OK,Grupo de Hilos 1-75,text,true,,918,672,143,143,https://web-app-n7h4t3ddea-uw.a.run.app/api/tasks/all?max=1000,127,0,61
1716271451869,127,Consultar Videos-0,302,Found,Grupo de Hilos 1-75,text,true,,308,336,143,143,http://web-app-n7h4t3ddea-uw.a.run.app/api/tasks/all?max=1000,127,0,61
1716271451996,1057,Consultar Videos-1,200,OK,Grupo de Hilos 1-75,text,true,,610,336,143,143,https://web-app-n7h4t3ddea-uw.a.run.app/api/tasks/all?max=1000,1057,0,961
1716271450927,2127,Consultar Videos,200,OK,Grupo de Hilos 1-5,text,true,,918,672,143,143,https://web-app-n7h4t3ddea-uw.a.run.app/api/tasks/all?max=1000,156,0,79
1716271450927,191,Consultar Videos-0,302,Found,Grupo de Hilos 1-5,text,true,,308,336,143,143,http://web-app-n7h4t3ddea-uw.a.run.app/api/tasks/all?max=1000,156,0,79
