Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Petición HTTP,50,194951,209496,301095,301104,301123,5320,301123,24.00%,.2,.1,95309.69
TOTAL,50,194951,209496,301095,301104,301123,5320,301123,24.00%,.2,.1,95309.69
