Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,33377,37192,46937,47730,48343,9919,48343,0.00%,.4,.1,12544.52
TOTAL,20,33377,37192,46937,47730,48343,9919,48343,0.00%,.4,.1,12544.52
