Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),50,68790,72806,103025,106304,109661,4682,109661,0.00%,.3,.1,29262.16
TOTAL,50,68790,72806,103025,106304,109661,4682,109661,0.00%,.3,.1,29262.16
