Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,1500,4433,5610,7625,8024,9633,177,11660,0.07%,91.1,81.8,2914.17
Consultar Videos-0,1500,230,141,417,756,1735,64,2244,0.00%,92.4,27.8,270.01
Consultar Videos-1,1500,4022,4845,7218,7702,9505,97,11546,0.07%,92.5,55.3,2796.18
TOTAL,4500,2895,916,7088,7685,9263,64,11660,0.04%,273.3,163.7,3006.71
