Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,2000,85,80,120,131,174,63,309,0.00%,77.4,24.6,24.39
TOTAL,2000,85,80,120,131,174,63,309,0.00%,77.4,24.6,24.39
