Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),25,31166,35664,38017,38247,38326,7809,38326,64.00%,.6,.2,9038.04
TOTAL,25,31166,35664,38017,38247,38326,7809,38326,64.00%,.6,.2,9038.04
