Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,36689,39641,48591,49792,50370,14544,50370,0.00%,.4,.1,11192.08
TOTAL,20,36689,39641,48591,49792,50370,14544,50370,0.00%,.4,.1,11192.08
