Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,32422,32476,43888,44111,47438,9557,47438,0.00%,.4,.1,9669.57
TOTAL,20,32422,32476,43888,44111,47438,9557,47438,0.00%,.4,.1,9669.57
