Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Petición HTTP,50,60889,54945,82617,88609,113174,44077,113174,0.00%,.4,.2,16139.96
TOTAL,50,60889,54945,82617,88609,113174,44077,113174,0.00%,.4,.2,16139.96
