Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),500,138,135,137,139,252,133,286,0.00%,50.2,66.1,17.71
TOTAL,500,138,135,137,139,252,133,286,0.00%,50.2,66.1,17.71
