Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,4000,131,114,173,248,583,64,3118,0.00%,571.5,181.3,97.65
TOTAL,4000,131,114,173,248,583,64,3118,0.00%,571.5,181.3,97.65
