Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,33868,38123,49107,49895,51518,7779,51518,0.00%,.4,.1,14696.00
TOTAL,20,33868,38123,49107,49895,51518,7779,51518,0.00%,.4,.1,14696.00
