Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Petición HTTP,50,33008,31908,48709,54265,67566,11856,67566,0.00%,.7,.3,12779.22
TOTAL,50,33008,31908,48709,54265,67566,11856,67566,0.00%,.7,.3,12779.22
