Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),50,61970,63338,94304,96067,100222,4668,100222,0.00%,.3,.1,28406.03
TOTAL,50,61970,63338,94304,96067,100222,4668,100222,0.00%,.3,.1,28406.03
