Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,26325,29279,34748,35653,36379,4351,36379,0.00%,.4,.1,9194.78
TOTAL,20,26325,29279,34748,35653,36379,4351,36379,0.00%,.4,.1,9194.78
