Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Petición HTTP,50,57652,54841,73413,79361,96085,43106,96085,0.00%,.5,.2,13064.72
TOTAL,50,57652,54841,73413,79361,96085,43106,96085,0.00%,.5,.2,13064.72
