Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Petición HTTP,50,27245,25653,45648,48667,55196,11662,55196,0.00%,.7,.3,12369.03
TOTAL,50,27245,25653,45648,48667,55196,11662,55196,0.00%,.7,.3,12369.03
