Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Petición HTTP,50,29819,24827,53156,58111,74506,14865,74506,0.00%,.6,.2,14611.41
TOTAL,50,29819,24827,53156,58111,74506,14865,74506,0.00%,.6,.2,14611.41
