Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),25,24249,31555,33047,33374,33851,6048,33851,48.00%,.5,.2,10167.78
TOTAL,25,24249,31555,33047,33374,33851,6048,33851,48.00%,.5,.2,10167.78
