Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Petición HTTP,50,46648,47245,60423,63846,71749,11825,71749,0.00%,.6,.2,13075.11
TOTAL,50,46648,47245,60423,63846,71749,11825,71749,0.00%,.6,.2,13075.11
