Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,1500,6671,4844,15081,15400,15737,164,15865,37.07%,69.5,104.1,6264.84
Consultar Videos-0,1500,166,124,309,395,504,65,3948,0.00%,70.1,21.1,175.26
Consultar Videos-1,1500,6491,4693,14767,15081,15380,96,15524,37.07%,70.4,84.3,6206.78
TOTAL,4500,4443,399,14677,15081,15546,65,15865,24.71%,208.6,208.2,5923.18
