Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),500,137,136,137,138,207,134,216,0.00%,31.3,41.3,8.59
TOTAL,500,137,136,137,138,207,134,216,0.00%,31.3,41.3,8.59
