Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,31997,33244,48171,52288,52629,6958,52629,0.00%,.3,.1,15157.35
TOTAL,20,31997,33244,48171,52288,52629,6958,52629,0.00%,.3,.1,15157.35
