Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),25,25855,29310,33209,34160,35608,8230,35608,40.00%,.6,.2,8104.21
TOTAL,25,25855,29310,33209,34160,35608,8230,35608,40.00%,.6,.2,8104.21
