Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,1500,3341,3036,6538,7712,8767,175,10885,0.00%,90.9,58.4,2321.52
Consultar Videos-0,1500,191,125,397,483,1402,64,1840,0.00%,91.4,27.5,224.71
Consultar Videos-1,1500,3106,2563,6398,7555,8585,103,10659,0.00%,92.0,31.5,2303.07
TOTAL,4500,2213,1403,5693,6960,8489,64,10885,0.00%,272.6,116.9,2373.53
