Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,29995,31674,39767,40644,41202,3729,41202,0.00%,.4,.1,9207.30
TOTAL,20,29995,31674,39767,40644,41202,3729,41202,0.00%,.4,.1,9207.30
