Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Petición HTTP,50,26685,23542,47996,49591,60110,10153,60110,0.00%,.7,.3,14460.14
TOTAL,50,26685,23542,47996,49591,60110,10153,60110,0.00%,.7,.3,14460.14
