Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),2000,1912,1849,2708,3109,3955,387,5066,0.00%,105.3,87.8,665.30
HTTP Request -Crear Tarea  (Video)-0,2000,133,110,166,230,816,64,1343,0.00%,115.6,33.4,126.98
HTTP Request -Crear Tarea  (Video)-1,2000,1777,1701,2554,2962,3786,309,4933,0.00%,106.1,57.9,652.57
TOTAL,6000,1274,1420,2473,2767,3702,64,5066,0.00%,316.0,175.7,974.34
