Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),25,20972,20072,32095,32650,33345,7656,33345,12.00%,.5,.1,7937.00
TOTAL,25,20972,20072,32095,32650,33345,7656,33345,12.00%,.5,.1,7937.00
