Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),25,24170,27476,32564,34206,35395,7434,35395,36.00%,.6,.2,8599.82
TOTAL,25,24170,27476,32564,34206,35395,7434,35395,36.00%,.6,.2,8599.82
