Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),50,114057,133675,192998,196515,198078,10716,198078,0.00%,.2,.0,70398.62
TOTAL,50,114057,133675,192998,196515,198078,10716,198078,0.00%,.2,.0,70398.62
