Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),500,137,136,138,139,212,134,225,0.00%,31.4,41.3,9.67
TOTAL,500,137,136,138,139,212,134,225,0.00%,31.4,41.3,9.67
