Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,24401,26278,32660,33897,35893,4487,35893,0.00%,.4,.1,8918.50
TOTAL,20,24401,26278,32660,33897,35893,4487,35893,0.00%,.4,.1,8918.50
