Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),25,27470,31886,33010,33450,34179,7768,34179,52.00%,.5,.2,7825.35
TOTAL,25,27470,31886,33010,33450,34179,7768,34179,52.00%,.5,.2,7825.35
