Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,25048,27539,32663,32765,32913,4548,32913,0.00%,.4,.1,8715.31
TOTAL,20,25048,27539,32663,32765,32913,4548,32913,0.00%,.4,.1,8715.31
