Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,25954,26930,35115,35547,35989,4293,35989,0.00%,.4,.1,8641.81
TOTAL,20,25954,26930,35115,35547,35989,4293,35989,0.00%,.4,.1,8641.81
