Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),25,20271,18946,32873,33652,34509,6236,34509,20.00%,.5,.1,9713.13
TOTAL,25,20271,18946,32873,33652,34509,6236,34509,20.00%,.5,.1,9713.13
