Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Petición HTTP,50,30042,24372,60218,70250,87715,10378,87715,0.00%,.5,.2,20278.89
TOTAL,50,30042,24372,60218,70250,87715,10378,87715,0.00%,.5,.2,20278.89
