Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,4000,208,113,181,792,2645,64,4895,0.00%,559.9,177.8,424.94
TOTAL,4000,208,113,181,792,2645,64,4895,0.00%,559.9,177.8,424.94
