Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),2000,1220,1239,2169,2558,3039,167,3542,3.95%,86.8,73.1,734.41
HTTP Request -Crear Tarea  (Video)-0,2000,95,85,135,150,182,64,298,0.00%,95.1,27.5,28.28
HTTP Request -Crear Tarea  (Video)-1,2000,1122,1140,2066,2453,2864,97,3469,3.95%,87.3,48.3,725.61
TOTAL,6000,812,489,1925,2273,2901,64,3542,2.63%,260.3,146.1,783.75
