Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),25,19280,18842,30795,32245,35462,6380,35462,16.00%,.5,.1,9014.63
TOTAL,25,19280,18842,30795,32245,35462,6380,35462,16.00%,.5,.1,9014.63
