Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,36984,37798,46872,48041,48448,12008,48448,0.00%,.4,.1,9439.82
TOTAL,20,36984,37798,46872,48041,48448,12008,48448,0.00%,.4,.1,9439.82
