Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,4000,93,82,131,140,193,63,329,0.00%,167.8,53.3,27.59
TOTAL,4000,93,82,131,140,193,63,329,0.00%,167.8,53.3,27.59
