Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),500,138,136,137,138,228,133,250,0.00%,41.9,55.1,13.52
TOTAL,500,138,136,137,138,228,133,250,0.00%,41.9,55.1,13.52
