Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),500,138,136,137,139,237,134,296,0.00%,50.2,66.1,17.92
TOTAL,500,138,136,137,139,237,134,296,0.00%,50.2,66.1,17.92
