Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Petición HTTP,50,42687,43742,54500,57519,62934,14931,62934,0.00%,.7,.3,10960.60
TOTAL,50,42687,43742,54500,57519,62934,14931,62934,0.00%,.7,.3,10960.60
