Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Petición HTTP,50,57036,54516,69514,70619,88115,45516,88115,0.00%,.5,.2,9674.58
TOTAL,50,57036,54516,69514,70619,88115,45516,88115,0.00%,.5,.2,9674.58
