Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,4000,108,97,141,173,295,63,4657,0.00%,339.6,107.8,87.09
TOTAL,4000,108,97,141,173,295,63,4657,0.00%,339.6,107.8,87.09
