Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),25,31842,35953,40630,40714,40745,8443,40745,44.00%,.6,.2,10344.69
TOTAL,25,31842,35953,40630,40714,40745,8443,40745,44.00%,.6,.2,10344.69
