Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,29720,30192,38101,43131,45324,4874,45324,0.00%,.4,.1,10303.40
TOTAL,20,29720,30192,38101,43131,45324,4874,45324,0.00%,.4,.1,10303.40
