Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Petición HTTP,50,61186,56651,75430,83522,106647,45881,106647,0.00%,.5,.2,13476.43
TOTAL,50,61186,56651,75430,83522,106647,45881,106647,0.00%,.5,.2,13476.43
