Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,32930,35045,40900,41998,44166,6832,44166,0.00%,.4,.1,9041.28
TOTAL,20,32930,35045,40900,41998,44166,6832,44166,0.00%,.4,.1,9041.28
