Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,4000,114,107,148,181,290,64,3669,0.00%,598.4,190.0,85.22
TOTAL,4000,114,107,148,181,290,64,3669,0.00%,598.4,190.0,85.22
