Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,29674,31493,37720,38857,40599,5856,40599,0.00%,.4,.1,8777.11
TOTAL,20,29674,31493,37720,38857,40599,5856,40599,0.00%,.4,.1,8777.11
