Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),500,138,137,138,141,213,134,266,0.00%,31.3,41.2,12.43
TOTAL,500,138,137,138,141,213,134,266,0.00%,31.3,41.2,12.43
