Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,4000,103,96,139,153,203,63,3844,0.00%,338.2,107.3,68.44
TOTAL,4000,103,96,139,153,203,63,3844,0.00%,338.2,107.3,68.44
