Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,28437,31521,36498,40584,40662,5050,40662,0.00%,.4,.1,9818.38
TOTAL,20,28437,31521,36498,40584,40662,5050,40662,0.00%,.4,.1,9818.38
