Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),20,26045,29367,34603,35229,38042,3822,38042,0.00%,.4,.1,9179.07
TOTAL,20,26045,29367,34603,35229,38042,3822,38042,0.00%,.4,.1,9179.07
