Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
Consultar Videos,4000,100,86,136,147,291,64,2292,0.00%,202.2,64.0,59.68
TOTAL,4000,100,86,136,147,291,64,2292,0.00%,202.2,64.0,59.68
