Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
HTTP Request -Crear Tarea  (Video),500,162,136,285,297,316,134,328,0.00%,35.9,47.2,55.99
TOTAL,500,162,136,285,297,316,134,328,0.00%,35.9,47.2,55.99
